id,name,averagePricePerUnit,regularSaleVelocity,universalisUrl,amount,amountTotalPrice,costItemId,costItemAmount,costItemName
23369,Modern Aesthetics - Gyr Abanian Plait,732731,3.04,https://universalis.app/market/23369,1,732731,39365,50,Irregular Tomestone of Mendacity
30112,Ballroom Etiquette - Emphatic Elucidation,351036,1.04,https://universalis.app/market/30112,1,351036,39365,30,Irregular Tomestone of Mendacity
30390,Floor Sofa,8556,1.61,https://universalis.app/market/30390,1,8556,39365,20,Irregular Tomestone of Mendacity
30396,Red Brick Kitchen,2489,1.18,https://universalis.app/market/30396,1,2489,39365,20,Irregular Tomestone of Mendacity
30388,Nomad's Tent,2049,1.14,https://universalis.app/market/30388,1,2049,39365,20,Irregular Tomestone of Mendacity
30421,Oriental Wooden Deck,3507,1.11,https://universalis.app/market/30421,1,3507,39365,20,Irregular Tomestone of Mendacity
32224,Swag Valance,14744,2.68,https://universalis.app/market/32224,1,14744,39365,20,Irregular Tomestone of Mendacity
32227,Homemade Cookie Set,265,0.32,https://universalis.app/market/32227,1,265,39365,20,Irregular Tomestone of Mendacity
32228,Florist's Counter,1685,1.07,https://universalis.app/market/32228,1,1685,39365,20,Irregular Tomestone of Mendacity
26787,Black Hayate,28145,1.75,https://universalis.app/market/26787,1,28145,39365,7,Irregular Tomestone of Mendacity
24850,Kirin's Osode of Fending,893500,0.11,https://universalis.app/market/24850,1,893500,24815,2,Cryptic Seal
24853,Kirin's Osode of Scouting,525499,0.07,https://universalis.app/market/24853,1,525499,24815,2,Cryptic Seal
6996,Prismatic Heart (Left),49,10.57,https://universalis.app/market/6996,10,490,24894,1,Expired Valentione's Day Chocolate
6997,Prismatic Heart (Right),39,4.04,https://universalis.app/market/6997,10,390,24894,1,Expired Valentione's Day Chocolate
16568,Dress-up Thancred,5950,1.61,https://universalis.app/market/16568,1,5950,26823,1,Khloe's Bronze Certificate of Commendation
16570,Dress-up Alisaie,3584,1.96,https://universalis.app/market/16570,1,3584,26823,1,Khloe's Bronze Certificate of Commendation
17527,Wind-up Estinien,4522,1.93,https://universalis.app/market/17527,1,4522,26823,1,Khloe's Bronze Certificate of Commendation
21055,Wind-up Hien,192,2.07,https://universalis.app/market/21055,1,192,26823,1,Khloe's Bronze Certificate of Commendation
20544,Wind-up Khloe,355,2.57,https://universalis.app/market/20544,1,355,26823,1,Khloe's Bronze Certificate of Commendation
23036,Wind-up Zhloe,614,2.25,https://universalis.app/market/23036,1,614,26823,1,Khloe's Bronze Certificate of Commendation
33709,Magicked Prism (Namazu),25666,0.71,https://universalis.app/market/33709,20,513320,26823,1,Khloe's Bronze Certificate of Commendation
39501,Magicked Prism (Faux Fox Face),4000,0.71,https://universalis.app/market/39501,20,80000,26823,1,Khloe's Bronze Certificate of Commendation
27288,Crystarium Wall Chronometer,250991,0.32,https://universalis.app/market/27288,1,250991,26807,100,Bicolor Gemstone
27732,Smilodon Skin,458,87.39,https://universalis.app/market/27732,1,458,26807,2,Bicolor Gemstone
27763,Hoptrap Leaf,943,438.25,https://universalis.app/market/27763,1,943,26807,1,Bicolor Gemstone
27764,Silkmoth Scales,959,16.96,https://universalis.app/market/27764,1,959,26807,1,Bicolor Gemstone
27798,Island Wolf Fang,246,25.61,https://universalis.app/market/27798,1,246,26807,1,Bicolor Gemstone
27850,Rail Tenderloin,196,45.04,https://universalis.app/market/27850,1,196,26807,1,Bicolor Gemstone
27852,Ovim Meat,556,102.29,https://universalis.app/market/27852,1,556,26807,1,Bicolor Gemstone
27735,Zonure Skin,373,87.18,https://universalis.app/market/27735,1,373,26807,2,Bicolor Gemstone
27756,Ovim Fleece,288,49.39,https://universalis.app/market/27756,1,288,26807,2,Bicolor Gemstone
27733,Green Glider Skin,761,51.61,https://universalis.app/market/27733,1,761,26807,2,Bicolor Gemstone
27797,Lorikeet Down,692,44.29,https://universalis.app/market/27797,1,692,26807,2,Bicolor Gemstone
27851,Lorikeet Egg,5,16.29,https://universalis.app/market/27851,1,5,26807,1,Bicolor Gemstone
27734,Atrociraptor Skin,740,83.04,https://universalis.app/market/27734,1,740,26807,2,Bicolor Gemstone
27773,Vampire Cup Vine,477,78.54,https://universalis.app/market/27773,1,477,26807,1,Bicolor Gemstone
27774,Vampire Vine Sap,829,383.79,https://universalis.app/market/27774,1,829,26807,1,Bicolor Gemstone
27736,Sea Swallow Skin,517,318.43,https://universalis.app/market/27736,1,517,26807,2,Bicolor Gemstone
27799,Cubus Flesh,329,139.32,https://universalis.app/market/27799,1,329,26807,2,Bicolor Gemstone
27800,Hydrozoan Umbrella,465,24.04,https://universalis.app/market/27800,1,465,26807,2,Bicolor Gemstone
28146,Allagan Tomestone of Frivolity,273429,0.68,https://universalis.app/market/28146,1,273429,26807,100,Bicolor Gemstone
28878,Knowledge Never Sleeps Orchestrion Roll,1250000,0.11,https://universalis.app/market/28878,1,1250000,26807,350,Bicolor Gemstone
28969,Cardpaper Box,116738,0.54,https://universalis.app/market/28969,1,116738,26807,10,Bicolor Gemstone
28988,Milk Carton,58579,0.25,https://universalis.app/market/28988,1,58579,26807,10,Bicolor Gemstone
27294,Decadent Fruit Platter,146666,0.29,https://universalis.app/market/27294,1,146666,26807,100,Bicolor Gemstone
27732,Smilodon Skin,458,87.39,https://universalis.app/market/27732,1,458,26807,2,Bicolor Gemstone
27763,Hoptrap Leaf,943,438.25,https://universalis.app/market/27763,1,943,26807,1,Bicolor Gemstone
27764,Silkmoth Scales,959,16.96,https://universalis.app/market/27764,1,959,26807,1,Bicolor Gemstone
27798,Island Wolf Fang,246,25.61,https://universalis.app/market/27798,1,246,26807,1,Bicolor Gemstone
27850,Rail Tenderloin,196,45.04,https://universalis.app/market/27850,1,196,26807,1,Bicolor Gemstone
27852,Ovim Meat,556,102.29,https://universalis.app/market/27852,1,556,26807,1,Bicolor Gemstone
27735,Zonure Skin,373,87.18,https://universalis.app/market/27735,1,373,26807,2,Bicolor Gemstone
27756,Ovim Fleece,288,49.39,https://universalis.app/market/27756,1,288,26807,2,Bicolor Gemstone
27733,Green Glider Skin,761,51.61,https://universalis.app/market/27733,1,761,26807,2,Bicolor Gemstone
27797,Lorikeet Down,692,44.29,https://universalis.app/market/27797,1,692,26807,2,Bicolor Gemstone
27851,Lorikeet Egg,5,16.29,https://universalis.app/market/27851,1,5,26807,1,Bicolor Gemstone
27734,Atrociraptor Skin,740,83.04,https://universalis.app/market/27734,1,740,26807,2,Bicolor Gemstone
27773,Vampire Cup Vine,477,78.54,https://universalis.app/market/27773,1,477,26807,1,Bicolor Gemstone
27774,Vampire Vine Sap,829,383.79,https://universalis.app/market/27774,1,829,26807,1,Bicolor Gemstone
27736,Sea Swallow Skin,517,318.43,https://universalis.app/market/27736,1,517,26807,2,Bicolor Gemstone
27799,Cubus Flesh,329,139.32,https://universalis.app/market/27799,1,329,26807,2,Bicolor Gemstone
27800,Hydrozoan Umbrella,465,24.04,https://universalis.app/market/27800,1,465,26807,2,Bicolor Gemstone
28879,Masquerade Orchestrion Roll,874499,0.11,https://universalis.app/market/28879,1,874499,26807,350,Bicolor Gemstone
30265,No Greater Sorrow Orchestrion Roll,1999999,0.07,https://universalis.app/market/30265,1,1999999,26807,350,Bicolor Gemstone
28967,Wine Rack,68175,1.46,https://universalis.app/market/28967,1,68175,26807,25,Bicolor Gemstone
28968,Rope Stanchion,79704,0.82,https://universalis.app/market/28968,1,79704,26807,25,Bicolor Gemstone
27732,Smilodon Skin,458,87.39,https://universalis.app/market/27732,1,458,26807,2,Bicolor Gemstone
27763,Hoptrap Leaf,943,438.25,https://universalis.app/market/27763,1,943,26807,1,Bicolor Gemstone
27764,Silkmoth Scales,959,16.96,https://universalis.app/market/27764,1,959,26807,1,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
28999,Lakeland Elf Tree,33236,2.14,https://universalis.app/market/28999,1,33236,26807,30,Bicolor Gemstone
29000,Lakeland Flower Garden,20439,1.32,https://universalis.app/market/29000,1,20439,26807,10,Bicolor Gemstone
27798,Island Wolf Fang,246,25.61,https://universalis.app/market/27798,1,246,26807,1,Bicolor Gemstone
27850,Rail Tenderloin,196,45.04,https://universalis.app/market/27850,1,196,26807,1,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
27852,Ovim Meat,556,102.29,https://universalis.app/market/27852,1,556,26807,1,Bicolor Gemstone
27735,Zonure Skin,373,87.18,https://universalis.app/market/27735,1,373,26807,2,Bicolor Gemstone
27756,Ovim Fleece,288,49.39,https://universalis.app/market/27756,1,288,26807,2,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
28882,Sands of Blood Orchestrion Roll,300000,0.07,https://universalis.app/market/28882,1,300000,26807,350,Bicolor Gemstone
27898,Fierce and Free Orchestrion Roll,700000,0.07,https://universalis.app/market/27898,1,700000,26807,350,Bicolor Gemstone
27276,Butterfly Specimen,286291,0.93,https://universalis.app/market/27276,1,286291,26807,100,Bicolor Gemstone
27733,Green Glider Skin,761,51.61,https://universalis.app/market/27733,1,761,26807,2,Bicolor Gemstone
27797,Lorikeet Down,692,44.29,https://universalis.app/market/27797,1,692,26807,2,Bicolor Gemstone
27851,Lorikeet Egg,5,16.29,https://universalis.app/market/27851,1,5,26807,1,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
28883,The Faerie Ring Orchestrion Roll,465000,0.14,https://universalis.app/market/28883,1,465000,26807,350,Bicolor Gemstone
32232,Elemental Wheel,204999,0.21,https://universalis.app/market/32232,1,204999,26807,100,Bicolor Gemstone
33269,Mushroom Lamp,169098,0.86,https://universalis.app/market/33269,1,169098,26807,100,Bicolor Gemstone
27899,Civilizations Orchestrion Roll,900000,0.07,https://universalis.app/market/27899,1,900000,26807,350,Bicolor Gemstone
27734,Atrociraptor Skin,740,83.04,https://universalis.app/market/27734,1,740,26807,2,Bicolor Gemstone
27773,Vampire Cup Vine,477,78.54,https://universalis.app/market/27773,1,477,26807,1,Bicolor Gemstone
27774,Vampire Vine Sap,829,383.79,https://universalis.app/market/27774,1,829,26807,1,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
28635,Greatwood Planter,150000,0.18,https://universalis.app/market/28635,1,150000,26807,100,Bicolor Gemstone
28884,A Hopeless Race Orchestrion Roll,300000,0.07,https://universalis.app/market/28884,1,300000,26807,350,Bicolor Gemstone
27900,Full Fathom Five Orchestrion Roll,717499,0.11,https://universalis.app/market/27900,1,717499,26807,350,Bicolor Gemstone
27736,Sea Swallow Skin,517,318.43,https://universalis.app/market/27736,1,517,26807,2,Bicolor Gemstone
27799,Cubus Flesh,329,139.32,https://universalis.app/market/27799,1,329,26807,2,Bicolor Gemstone
27800,Hydrozoan Umbrella,465,24.04,https://universalis.app/market/27800,1,465,26807,2,Bicolor Gemstone
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26807,120,Bicolor Gemstone
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26807,120,Bicolor Gemstone
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26807,120,Bicolor Gemstone
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26807,120,Bicolor Gemstone
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26807,120,Bicolor Gemstone
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26807,120,Bicolor Gemstone
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26807,120,Bicolor Gemstone
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26807,240,Bicolor Gemstone
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26807,240,Bicolor Gemstone
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26807,240,Bicolor Gemstone
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26807,240,Bicolor Gemstone
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26807,240,Bicolor Gemstone
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26807,240,Bicolor Gemstone
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26807,240,Bicolor Gemstone
21800,Glamour Prism,231,4464.64,https://universalis.app/market/21800,1,231,26807,6,Bicolor Gemstone
7621,Glamour Dispeller,362,853.93,https://universalis.app/market/7621,1,362,26807,6,Bicolor Gemstone
6141,Cordial,415,406.39,https://universalis.app/market/6141,1,415,26807,4,Bicolor Gemstone
17837,Grade 7 Dark Matter,205,33.75,https://universalis.app/market/17837,1,205,26807,6,Bicolor Gemstone
28885,Neath Dark Waters Orchestrion Roll,544930,0.25,https://universalis.app/market/28885,1,544930,26807,350,Bicolor Gemstone
28972,Amaurot Wall Lamp,110139,2.21,https://universalis.app/market/28972,1,110139,26807,50,Bicolor Gemstone
27315,Crystarium Striking Dummy,14665,0.57,https://universalis.app/market/27315,1,14665,26533,300,Sack of Nuts
27917,Rencounter Orchestrion Roll,28224,0.29,https://universalis.app/market/27917,1,28224,26533,300,Sack of Nuts
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26533,150,Sack of Nuts
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26533,150,Sack of Nuts
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26533,150,Sack of Nuts
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26533,150,Sack of Nuts
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26533,150,Sack of Nuts
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26533,150,Sack of Nuts
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26533,150,Sack of Nuts
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26533,400,Sack of Nuts
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26533,400,Sack of Nuts
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26533,400,Sack of Nuts
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26533,400,Sack of Nuts
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26533,400,Sack of Nuts
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26533,400,Sack of Nuts
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26533,400,Sack of Nuts
5890,Storm Tracer,50,33.82,https://universalis.app/market/5890,10,500,27993,1,Faire Voucher XIX
5891,Flame Tracer,114,5.36,https://universalis.app/market/5891,10,1140,27993,1,Faire Voucher XIX
5892,Serpent Tracer,89,0.14,https://universalis.app/market/5892,10,890,27993,1,Faire Voucher XIX
5893,Lominsan Sparkler,109,15,https://universalis.app/market/5893,10,1090,27993,1,Faire Voucher XIX
5894,Gridanian Sparkler,166,24.18,https://universalis.app/market/5894,10,1660,27993,1,Faire Voucher XIX
5895,Ul'dahn Sparkler,36,10.46,https://universalis.app/market/5895,10,360,27993,1,Faire Voucher XIX
5902,Bombard Bloom,225,97.64,https://universalis.app/market/5902,10,2250,27993,1,Faire Voucher XIX
8216,Pinwheel,68,41.68,https://universalis.app/market/8216,10,680,27993,1,Faire Voucher XIX
12042,Heavenscracker,118,90.71,https://universalis.app/market/12042,10,1180,26818,1,Rising Token
8214,Realm Reborn Red,63,213.61,https://universalis.app/market/8214,10,630,26818,1,Rising Token
8215,Magicked Prism (Meteor Survivor),198,43.18,https://universalis.app/market/8215,10,1980,26818,1,Rising Token
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26819,1,Cracked Planicluster
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26819,1,Cracked Planicluster
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26819,1,Cracked Planicluster
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26819,1,Cracked Planicluster
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26819,1,Cracked Planicluster
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26819,1,Cracked Planicluster
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26819,1,Cracked Planicluster
25191,Gatherer's Guerdon Materia VII,4307,28.79,https://universalis.app/market/25191,1,4307,26820,1,Cracked Planicrystal
25192,Gatherer's Guile Materia VII,763,15.25,https://universalis.app/market/25192,1,763,26820,1,Cracked Planicrystal
25193,Gatherer's Grasp Materia VII,3421,28.39,https://universalis.app/market/25193,1,3421,26820,1,Cracked Planicrystal
25194,Craftsman's Competence Materia VII,663,14.46,https://universalis.app/market/25194,1,663,26820,1,Cracked Planicrystal
25195,Craftsman's Cunning Materia VII,7665,315.25,https://universalis.app/market/25195,1,7665,26820,1,Cracked Planicrystal
25196,Craftsman's Command Materia VII,1282,16.61,https://universalis.app/market/25196,1,1282,26820,1,Cracked Planicrystal
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26821,1,Cracked Stellacluster
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26821,1,Cracked Stellacluster
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26821,1,Cracked Stellacluster
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26821,1,Cracked Stellacluster
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26821,1,Cracked Stellacluster
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26821,1,Cracked Stellacluster
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26821,1,Cracked Stellacluster
26732,Gatherer's Guerdon Materia VIII,1214,33.14,https://universalis.app/market/26732,1,1214,26822,1,Cracked Stellacrystal
26733,Gatherer's Guile Materia VIII,744,32.07,https://universalis.app/market/26733,1,744,26822,1,Cracked Stellacrystal
26734,Gatherer's Grasp Materia VIII,279,8.14,https://universalis.app/market/26734,1,279,26822,1,Cracked Stellacrystal
26735,Craftsman's Competence Materia VIII,222,15.21,https://universalis.app/market/26735,1,222,26822,1,Cracked Stellacrystal
26736,Craftsman's Cunning Materia VIII,392,21.61,https://universalis.app/market/26736,1,392,26822,1,Cracked Stellacrystal
